model_name,is_physics_informed,capacity_name,hidden_widths,parameter_count,dataset_size,n_attempted,n_runs,divergence_rate,nan_rate,test_rel_l2_mean,test_rel_l2_std,test_rel_l2_stderr,val_rel_l2_mean,val_rel_l2_std,val_rel_l2_stderr,test_mse_mean,test_mse_std,test_mse_stderr,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_stderr,physics_prior
piml,True,xlarge,"256,256,256",132866,64,9,9,0.0,0.0,0.0191671430236763,0.0020106022030937,0.0006702007343645,0.019323620531294,0.0019891066816651,0.000663035560555,0.0021638800778115,0.0006791584983153,0.0002263861661051,10.062025441063774,7.461858698712201,2.4872862329040677,midpoint
piml,True,xlarge,"256,256,256",132866,128,9,9,0.0,0.0,0.0174017898324463,0.0009662967001869,0.0003220989000623,0.0174118495649761,0.0006473724367371,0.0002157908122457,0.0014702025283541,0.0003768957498424,0.0001256319166141,7.123028967115614,2.6344280754895912,0.8781426918298637,midpoint
piml,True,xlarge,"256,256,256",132866,256,9,9,0.0,0.0,0.0163297232033477,0.000605369123786,0.0002017897079286,0.0163970628960265,0.0007819707522677,0.0002606569174225,0.0011745308099004,0.000112477185112,3.749239503734193e-05,6.590713156594171,1.7691791667754573,0.5897263889251524,midpoint
piml,True,xlarge,"256,256,256",132866,512,9,9,0.0,0.0,0.0154068502080109,0.0005976226649415,0.0001992075549805,0.0154823899889985,0.000473061123737,0.0001576870412456,0.0011005564851479,0.0001525009320624,5.083364402080468e-05,10.80001351568434,5.731838197480388,1.9106127324934628,midpoint
piml,True,xlarge,"256,256,256",132866,1024,9,9,0.0,0.0,0.0148813003260228,0.0008751684301683,0.0002917228100561,0.0149503843858838,0.000844025610528,0.000281341870176,0.0009864638494845,0.0001287680181775,4.2922672725862646e-05,12.016955004798042,5.102948201655183,1.700982733885061,midpoint
piml,True,xlarge,"256,256,256",132866,2048,9,9,0.0,0.0,0.0138564334354466,0.0011263931678811,0.0003754643892937,0.0139584611687395,0.0009447977789209,0.0003149325929736,0.0008092624743262,0.0001565393592312,5.217978641041507e-05,15.447161118189491,5.734970147587642,1.9116567158625477,midpoint
piml,True,xlarge,"256,256,256",132866,4096,9,9,0.0,0.0,0.0142696110738648,0.0011605813483973,0.0003868604494657,0.0143350498336884,0.0009387041585612,0.000312901386187,0.0008857130176491,0.0001560277308916,5.200924363055291e-05,20.07249731487698,6.1016221644738105,2.0338740548246035,midpoint
piml,True,xlarge,"256,256,256",132866,8192,9,9,0.0,0.0,0.0141140080781446,0.0005544049351959,0.0001848016450653,0.0141904238197538,0.0004408864771837,0.0001469621590612,0.0008423532579197,0.000115606910297,3.853563676569866e-05,22.18160774972704,5.383378486283687,1.7944594954278956,midpoint
piml-simpson,True,large,"256,256",67588,64,9,9,0.0,0.0,0.0052569536750929,0.0015502016498006,0.0005167338832668,0.0054376166210406,0.0016826789777504,0.0005608929925834,0.0004093745341783,0.0003296237502958,0.0001098745834319,3.115128676096598,0.2821457863867097,0.0940485954622365,simpson
piml-simpson,True,large,"256,256",67588,128,9,9,0.0,0.0,0.0032993795143233,0.0003332333989911,0.0001110777996637,0.0033806228958484,0.0003512892084322,0.0001170964028107,0.0001253893149421,4.553661757489915e-05,1.5178872524966384e-05,3.333327054977417,0.2751159151584684,0.0917053050528228,simpson
piml-simpson,True,large,"256,256",67588,256,9,9,0.0,0.0,0.0023335107705659,0.0001787775070249,5.959250234164869e-05,0.0023713682312518,0.0002276459195551,7.588197318503528e-05,4.533556400727118e-05,1.3451771675764936e-05,4.4839238919216455e-06,3.530812422434489,0.5994950897282281,0.199831696576076,simpson
piml-simpson,True,large,"256,256",67588,512,9,9,0.0,0.0,0.0017622340367072,0.0001567879856515,5.2262661883849055e-05,0.0017805438385241,0.0001745576103493,5.8185870116460985e-05,2.454048707376286e-05,6.482204368236093e-06,2.160734789412031e-06,3.3902833461761475,0.5822790666423194,0.1940930222141065,simpson
piml-simpson,True,large,"256,256",67588,1024,9,9,0.0,0.0,0.001326477025739,9.677622350341177e-05,3.2258741167803924e-05,0.0013367841020226,0.000114821762045,3.827392068169198e-05,1.137917843152536e-05,2.7752183404243747e-06,9.250727801414582e-07,4.662209166420831,1.041451452447651,0.347150484149217,simpson
piml-simpson,True,large,"256,256",67588,2048,9,9,0.0,0.0,0.0012676371132127,0.0001632609918252,5.442033060841318e-05,0.0012972619022346,0.0001402924039074,4.676413463583234e-05,9.739945704091548e-06,2.244114888346933e-06,7.480382961156443e-07,5.598185618718465,1.886610010588853,0.6288700035296176,simpson
piml-simpson,True,large,"256,256",67588,4096,9,9,0.0,0.0,0.0010526243649009,4.1451626785224105e-05,1.3817208928408037e-05,0.0010553924496182,6.0409472466112414e-05,2.013649082203747e-05,5.729107518466965e-06,6.947192782999843e-07,2.3157309276666145e-07,7.777519835366143,0.9878192332165636,0.3292730777388545,simpson
piml-simpson,True,large,"256,256",67588,8192,9,9,0.0,0.0,0.0011628884498754,0.0001379865558544,4.599551861815188e-05,0.0011767156085827,0.0001593214448237,5.310714827459914e-05,7.041923456401693e-06,2.183548800338337e-06,7.278496001127791e-07,11.55309205585056,3.66396740794594,1.2213224693153133,simpson
piml-simpson,True,medium,"128,128",17412,64,9,9,0.0,0.0,0.0075780865736305,0.0018140615965716,0.0006046871988572,0.0078315667083693,0.0019562936554739,0.0006520978851579,0.000836563846355,0.0005649538620664,0.0001883179540221,3.0809993743896484,0.0961962580110404,0.0320654193370134,simpson
piml-simpson,True,medium,"128,128",17412,128,9,9,0.0,0.0,0.0046418979763984,0.00068513178465,0.00022837726155,0.0047412488299111,0.0005670267133367,0.0001890089044455,0.0002461007760656,0.0001122740085549,3.7424669518324766e-05,3.174065934287177,0.1840958259654809,0.0613652753218269,simpson
piml-simpson,True,medium,"128,128",17412,256,9,9,0.0,0.0,0.0032248035487201,0.0002000436953216,6.668123177387266e-05,0.0032848239772849,0.0001976053190155,6.586843967186635e-05,8.590771014698678e-05,1.5580730737998824e-05,5.193576912666275e-06,4.172169235017565,0.2758525679948679,0.0919508559982893,simpson
piml-simpson,True,medium,"128,128",17412,512,9,9,0.0,0.0,0.002099911436542,0.0001717458057721,5.724860192406601e-05,0.0021089642282782,0.0001645523639782,5.485078799273755e-05,3.5536816641170946e-05,6.973519732094583e-06,2.3245065773648607e-06,5.679248597886828,0.6809050777374963,0.2269683592458321,simpson
piml-simpson,True,medium,"128,128",17412,1024,9,9,0.0,0.0,0.0017418151255697,0.0002349045822369,7.83015274123062e-05,0.001776118736921,0.0002227226667418,7.424088891393411e-05,2.022659615856052e-05,4.820939693324813e-06,1.6069798977749378e-06,4.964643372429742,1.1470288745143649,0.3823429581714549,simpson
piml-simpson,True,medium,"128,128",17412,2048,9,9,0.0,0.0,0.001503308976276,0.000183332865092,6.111095503069743e-05,0.0015313617574671,0.0001826662688572,6.088875628576087e-05,1.3541092003934966e-05,3.54481639473232e-06,1.1816054649107734e-06,5.836937745412191,1.335871098546797,0.4452903661822656,simpson
piml-simpson,True,medium,"128,128",17412,4096,9,9,0.0,0.0,0.0013350382085061,0.0001295781367733,4.319271225779154e-05,0.0013655025330889,0.0001244692285564,4.148974285213804e-05,9.785196905593491e-06,1.866624168408655e-06,6.222080561362183e-07,7.400097846984863,1.3729959862087835,0.4576653287362612,simpson
piml-simpson,True,medium,"128,128",17412,8192,9,9,0.0,0.0,0.0011569660208705,0.0001369562533584,4.565208445281152e-05,0.0011891479112414,0.0001505835147139,5.019450490466416e-05,7.071510026435135e-06,1.5637392531823858e-06,5.21246417727462e-07,10.52400173081292,2.264648621860984,0.7548828739536613,simpson
piml-simpson,True,small,"64,64",-1,64,9,0,0.0,0.0,,,,,,,,,,,,,simpson
piml-simpson,True,small,"64,64",-1,128,9,0,0.0,0.0,,,,,,,,,,,,,simpson
piml-simpson,True,small,"64,64",-1,256,9,0,0.0,0.0,,,,,,,,,,,,,simpson
piml-simpson,True,small,"64,64",-1,512,9,0,0.0,0.0,,,,,,,,,,,,,simpson
piml-simpson,True,small,"64,64",-1,1024,9,0,0.0,0.0,,,,,,,,,,,,,simpson
piml-simpson,True,small,"64,64",4612,2048,3,3,0.0,0.0,0.001950597235312,0.0001594935331945,9.20836343238622e-05,0.0018531614526485,9.753337855842662e-05,5.631092236568128e-05,2.4173891385241102e-05,6.229279479954923e-06,3.596476184609387e-06,9.288741509119667,1.0447525099224166,0.6031881428402445,simpson
piml-simpson,True,small,"64,64",4612,4096,9,9,0.0,0.0,0.0017371500790533,0.0002359627734184,7.865425780615838e-05,0.0017399294948619,0.0002396051445643,7.986838152145165e-05,1.716832129103649e-05,5.117594347286624e-06,1.7058647824288746e-06,10.967915614446005,1.8503366374282049,0.6167788791427349,simpson
piml-simpson,True,small,"64,64",4612,8192,9,9,0.0,0.0,0.001439518489254,0.0001292967025555,4.3098900851859566e-05,0.0014445459237322,0.0001450099676474,4.83366558824728e-05,1.1391037737161643e-05,2.387312175113076e-06,7.957707250376919e-07,14.994375122918022,3.869380900000511,1.2897936333335036,simpson
piml-simpson,True,tiny,"32,32",1284,64,9,9,0.0,0.0,0.0186714091234736,0.0028056761347158,0.0009352253782386,0.0186694121609131,0.0029321664271554,0.0009773888090518,0.0030836104286006,0.0010902719805881,0.0003634239935293,3.473476436403063,0.1819730962033238,0.0606576987344412,simpson
piml-simpson,True,tiny,"32,32",1284,128,9,9,0.0,0.0,0.0163255070025722,0.0013717506712432,0.0004572502237477,0.0161818582564592,0.0015207017493558,0.0005069005831186,0.0022915834949041,0.0003239649664921,0.000107988322164,6.227015866173638,2.0015522975337903,0.6671840991779301,simpson
piml-simpson,True,tiny,"32,32",1284,256,2,2,0.0,0.0,0.0111483917571604,0.0003488764654494,0.0002466929145157,0.0116086681373417,0.0004977167438767,0.0003519388847053,0.0010599505621939,7.611292787137273e-05,5.381996743381023e-05,9.952463388442991,0.3141342861180048,0.2221264839172363,simpson
piml-simpson,True,tiny,"32,32",-1,512,9,0,0.0,0.0,,,,,,,,,,,,,simpson
piml-simpson,True,tiny,"32,32",-1,1024,9,0,0.0,0.0,,,,,,,,,,,,,simpson
piml-simpson,True,tiny,"32,32",-1,2048,9,0,0.0,0.0,,,,,,,,,,,,,simpson
piml-simpson,True,tiny,"32,32",-1,4096,9,0,0.0,0.0,,,,,,,,,,,,,simpson
piml-simpson,True,tiny,"32,32",-1,8192,9,0,0.0,0.0,,,,,,,,,,,,,simpson
piml-simpson,True,xlarge,"256,256,256",133380,64,9,9,0.0,0.0,0.0048699982257352,0.0014370552095175,0.0004790184031725,0.0049977908687045,0.0015275323531964,0.0005091774510654,0.0003775752961195,0.0002729638618077,9.098795393592262e-05,4.347629626592,0.2271826555931544,0.0757275518643848,simpson
piml-simpson,True,xlarge,"256,256,256",133380,128,9,9,0.0,0.0,0.0028933599177334,0.0002580070745611,8.600235818703794e-05,0.002954363098575,0.0002919708922318,9.73236307439373e-05,9.826131119754992e-05,4.247417538533645e-05,1.4158058461778816e-05,4.189880291620891,0.6243292964969978,0.2081097654989992,simpson
piml-simpson,True,xlarge,"256,256,256",133380,256,9,9,0.0,0.0,0.002078123209584,0.0001379799155557,4.599330518526597e-05,0.0020943583868857,0.0002290135753325,7.633785844417677e-05,3.723705130040697e-05,8.938542519516983e-06,2.979514173172328e-06,4.947063128153483,1.1908704227079498,0.3969568075693166,simpson
piml-simpson,True,xlarge,"256,256,256",133380,512,9,9,0.0,0.0,0.0014559072183652,0.0002707230351029,9.024101170099836e-05,0.0014629434250916,0.000245399698328,8.179989944267963e-05,1.7978307874323542e-05,1.0722517902522973e-05,3.574172634174324e-06,4.013684829076131,0.9188444526852696,0.3062814842284232,simpson
piml-simpson,True,xlarge,"256,256,256",133380,1024,9,9,0.0,0.0,0.0012614354232533,0.0001547117402773,5.157058009243928e-05,0.0012791069198606,0.000135386613008,4.512887100267229e-05,9.84003281701007e-06,2.240411034062589e-06,7.46803678020863e-07,4.1355378362867565,0.7511316536218406,0.2503772178739469,simpson
piml-simpson,True,xlarge,"256,256,256",133380,2048,9,9,0.0,0.0,0.0012442136649042,0.0001690209923131,5.634033077103891e-05,0.0012513254381095,0.0001291153182468,4.3038439415616656e-05,9.059194932585038e-06,2.458922526281717e-06,8.196408420939057e-07,4.297818263371785,0.9028761124522484,0.3009587041507495,simpson
piml-simpson,True,xlarge,"256,256,256",133380,4096,9,9,0.0,0.0,0.0012014591549005,0.0001220902775242,4.06967591747368e-05,0.0012148881796747,0.0001271451674281,4.238172247606162e-05,6.847719153787087e-06,1.5567013730065057e-06,5.189004576688352e-07,6.4482122792138,1.443955186525799,0.4813183955085996,simpson
piml-simpson,True,xlarge,"256,256,256",133380,8192,9,9,0.0,0.0,0.0011438855176998,0.0001194591627624,3.981972092083011e-05,0.0011553208524775,0.000136147440566,4.538248018868902e-05,6.398184167563967e-06,1.2273729370738893e-06,4.091243123579631e-07,12.345935901006063,3.5290402550016013,1.1763467516672004,simpson
plain,False,large,"256,256",67074,64,9,9,0.0,0.0,0.0048636993548522,0.0013949714182329,0.0004649904727443,0.0050268756329185,0.0014818975378129,0.0004939658459376,0.0003902739732034,0.0003175966017613,0.0001058655339204,3.645028114318848,0.3132380828024905,0.1044126942674968,none
plain,False,large,"256,256",67074,128,9,9,0.0,0.0,0.0027986855194386,0.0003335492651675,0.0001111830883891,0.0028451032833092,0.0002476036851914,8.253456173048113e-05,0.000108199678329,5.372252135424366e-05,1.790750711808122e-05,3.650644726223416,0.4640076084858696,0.1546692028286232,none
plain,False,large,"256,256",67074,256,9,9,0.0,0.0,0.0017190188324699,0.0001920764455563,6.402548185212538e-05,0.0017536347343896,0.0002890219770394,9.63406590131416e-05,3.252979331591632e-05,1.0297575170968308e-05,3.432525056989436e-06,4.545319716135661,0.3303899692786131,0.1101299897595377,none
plain,False,large,"256,256",67074,512,9,9,0.0,0.0,0.0010866704914304,8.86481191289072e-05,2.9549373042969068e-05,0.0010801954259578,8.120771346559805e-05,2.706923782186602e-05,1.1998280772079144e-05,2.407898889976882e-06,8.026329633256275e-07,4.572627226511638,0.7289315897565802,0.2429771965855267,none
plain,False,large,"256,256",67074,1024,9,9,0.0,0.0,0.0008502603676687,4.570943212021477e-05,1.5236477373404925e-05,0.0008629955829949,6.214387405665197e-05,2.0714624685550655e-05,5.761377097870637e-06,9.594995275563208e-07,3.1983317585210694e-07,5.177224450641209,0.7965532901281905,0.2655177633760635,none
plain,False,large,"256,256",67074,2048,9,9,0.0,0.0,0.0008524710105525,7.71044236813304e-05,2.5701474560443463e-05,0.0008555554280367,5.827280701296915e-05,1.942426900432305e-05,5.322823527522915e-06,1.7628259134784935e-06,5.876086378261646e-07,4.674397892422146,0.5706406811969802,0.1902135603989934,none
plain,False,large,"256,256",67074,4096,9,9,0.0,0.0,0.0007815416708278,7.281273964767467e-05,2.427091321589156e-05,0.0007871677646309,3.943444444122636e-05,1.314481481374212e-05,3.76163459097572e-06,6.962761937660648e-07,2.320920645886883e-07,5.102103312810262,1.2813937805885924,0.4271312601961974,none
plain,False,large,"256,256",67074,8192,9,9,0.0,0.0,0.0007567159740978,4.062731113647084e-05,1.354243704549028e-05,0.0007645711820158,5.119323730201624e-05,1.7064412434005413e-05,3.432643451459525e-06,5.031778648297183e-07,1.6772595494323945e-07,7.4071750905778675,1.6291724242744354,0.5430574747581451,none
plain,False,medium,"128,128",17154,64,9,9,0.0,0.0,0.0069694011989567,0.0021427715543095,0.0007142571847698,0.007254087469644,0.0022951859310883,0.0007650619770294,0.0007335548758015,0.0005765816139235,0.0001921938713078,3.136446475982666,0.3242965839860735,0.1080988613286911,none
plain,False,medium,"128,128",17154,128,9,9,0.0,0.0,0.0043959411171575,0.00088608137072,0.0002953604569066,0.0045022387057542,0.0008662713909888,0.0002887571303296,0.0002283710095475,0.0001042442479088,3.4748082636286885e-05,3.406733194986979,0.5855537666234842,0.1951845888744947,none
plain,False,medium,"128,128",17154,256,9,9,0.0,0.0,0.0027525614067498,0.0003767610660331,0.000125587022011,0.0027924708556383,0.0004249889543254,0.0001416629847751,7.487180442290587e-05,2.4536879061403195e-05,8.178959687134398e-06,4.816614521874322,0.5542884037779329,0.1847628012593109,none
plain,False,medium,"128,128",17154,512,9,9,0.0,0.0,0.001609118681194,0.0001651670807239,5.505569357466139e-05,0.0016158210346475,0.0001817135287287,6.0571176242922905e-05,2.2955179803021667e-05,6.1115928240202825e-06,2.037197608006761e-06,5.516426377826267,0.5032972310508441,0.1677657436836147,none
plain,False,medium,"128,128",17154,1024,9,9,0.0,0.0,0.001101879913929,0.0001119162841511,3.730542805037074e-05,0.0011237985195799,0.000120428192693,4.0142730897697376e-05,9.117180676791271e-06,2.27394308372866e-06,7.579810279095533e-07,6.299367904663086,1.2101286538678626,0.4033762179559542,none
plain,False,medium,"128,128",17154,2048,9,9,0.0,0.0,0.0009941826057102,0.0001013150289657,3.377167632191472e-05,0.0009858803241513,9.391511405626346e-05,3.1305038018754485e-05,6.43159981134684e-06,1.2017506043576675e-06,4.005835347858892e-07,6.392764197455512,0.7959400008067029,0.2653133336022343,none
plain,False,medium,"128,128",17154,4096,9,9,0.0,0.0,0.0008915295087111,9.215904257376715e-05,3.0719680857922384e-05,0.000904027327326,0.0001090217438622,3.6340581287426425e-05,4.757725188634747e-06,1.065441169861102e-06,3.551470566203673e-07,7.347695032755534,1.8997325963532707,0.6332441987844236,none
plain,False,medium,"128,128",17154,8192,9,9,0.0,0.0,0.0007999433437362,0.000164664751793,5.488825059769242e-05,0.0008110611427885,0.0001790261275071,5.967537583572566e-05,3.784988974883971e-06,1.6704329423955445e-06,5.568109807985148e-07,10.778400156233046,3.231872377991101,1.0772907926637003,none
plain,False,small,"64,64",4482,64,9,9,0.0,0.0,0.0102654926789303,0.0015998240281164,0.0005332746760388,0.0104581674353943,0.0018547996722415,0.0006182665574138,0.0011471469446809,0.0004914753019188,0.0001638251006396,9.0959898630778,2.086132745823977,0.6953775819413256,none
plain,False,small,"64,64",4482,128,9,9,0.0,0.0,0.0066962560845745,0.0009479668642982,0.000315988954766,0.0067509124055504,0.0008802420324946,0.0002934140108315,0.0004238814872223,0.0001358770891163,4.52923630387966e-05,10.809667057461208,2.7111072117570734,0.9037024039190245,none
